Issuer Ticker	main domain	Name	Sector	Location	Auswahl Eingetragener Marken
BG	bawaggroup.com	BAWAG GROUP AG	Financials	Austria	BAWAG; easybank; Qlick; PayLife; start:bausparkasse; BAWAG PSK; Hello bank!*; BAWAG Leasing; FinStart; Sektor3
WISE	wise.com	WISE PLC CLASS A	Financials	United Kingdom	Wise; TransferWise; Wise Account; Wise Business; Wise Platform; Wise Debit Card; Wise Assets; Wise Transfer; Wise Borderless; Mid-Market Rate Guarantee
G24	scout24.com	SCOUT24 N	Communication	Germany	ImmoScout24; FlowFact; Vermietet.de; Scout24 Consumer Services; Propstack
BEAN	belimo.com	BELIMO N AG	Industrials	Switzerland	Belimo; Belimo Energy Valve; Belimo Cloud; Belimo ZoneTight; QBV Actuators; Belimo Retrofit; PR Series; RoomSense; Belimo MP-Bus; HVAC Sensors
TEL	telenor.com	TELENOR	Communication	Norway	Telenor; Telenor Connexion; Digi; dtac; Grameenphone; Talkmore; Canal Digital; Telenor Satellite; Telenor Maritime; WOW FI
BALN	baloise.com	BALOISE HOLDING AG	Financials	Switzerland	Baloise; Basler; smile.direct; FRIDAY; Baloise Bank SoBa; Mobly; Bubble Box; Baloise Asset Management; DriveAgain; Guardian
SVT	severntrent.com	SEVERN TRENT PLC	Utilities	United Kingdom	Severn Trent; Severn Trent Green Power; Hafren Dyfrdwy; Severn Trent Water; Water Plus; Severn Trent Services; Bioresources; Severn Trent Connect
AUTO	autotraderplc.com	AUTO TRADER GROUP PLC	Communication	United Kingdom	Auto Trader; Auto Trader Trucks; Auto Trader Farm; Dealer Portal; Retail Accelerator; Autorama; Van Trader; Data Hub; Auto Trader Valuations; Auto Trader Marketplace
RNO	renaultgroup.com	RENAULT SA	Consumer Discretionary	France	Renault; Dacia; Alpine; Mobilize; Ampere; Renault Sport; Lada; Renault Trucks; Symbio; Motrio
EXO	exor.com	EXOR NV	Financials	Netherlands	Ferrari; Stellantis; CNH Industrial; Iveco Group; Juventus; Philips; Christian Louboutin; Via Transportation; The Economist; Institut Mérieux
PSON	pearson.com	PEARSON PLC	Consumer Discretionary	United Kingdom	Pearson; Edexcel; BTEC; Pearson VUE; PTE Academic; MyLab; Mastering; Revel; Bug Club; Skills Accelerator
CON	continental.com	CONTINENTAL AG	Consumer Discretionary	Germany	Continental; ContiTech; VDO; General Tire; Hoosier; Uniroyal; Semperit; Barum; Matador; SportContact
AGN	aegon.com	AEGON LTD	Financials	Netherlands	AEGON; AEGON INSURANCE GROUP
PZU	pzu.pl	PZU SA	Financials	Poland	PZU; PZU iFLOTA
CA	carrefour.com	CARREFOUR SA	Consumer Staples	France	CARREFOUR; CARREFOUR MARKET; CARREFOUR EXPRESS; CARREFOUR BIO; CARREFOUR CONTACT; CARREFOUR CITY; PROXI; CARREFOUR DRIVE; CARREFOUR CHAMPION; CARREFOUR PLANET
LIFCO B	lifco.se	LIFCO CLASS B	Industrials	Sweden	LIFCO; SENDOLINE; TROLL; CERAMIR; CONTACEZ
BTRW	barrattdevelopments.co.uk	BARRATT REDROW PLC	Consumer Discretionary	United Kingdom	BARRATT ECO EFFICIENT SHOW VILLAGE; BARRATT ECO EFFICIENT HOMES; HIGHMERE HOMES; DAVID WILSON HOMES WHERE QUALITY LIVES
ANTO	antofagasta.co.uk	ANTOFAGASTA PLC	Materials	United Kingdom	NOKOMIS
ABF	abf.co.uk	ASSOCIATED BRITISH FOODS PLC	Consumer Staples	United Kingdom	TWININGS; TWININGS COLD INFUSE; OVALTINE; RYVITA; SILVER SPOON; PATAK'S; JORDANS
ERF	eurofins.com	EUROFINS SCIENTIFIC	Health Care	France	EUROFINS; EUROFINS PANLABS; PROFESSIONAL SCIENTIFIC SERVICES; OPERON; MET MARK
LI	klepierre.com	KLEPIERRE REIT SA	Real Estate	France	KLEPIERRE
BPE	bper.it	BPER BANCA	Financials	Italy	BPER: BANCA
MAERSK B	maersk.com	A P MOLLER MAERSK B	Industrials	Denmark	MAERSK; MAERSK LINE; MAERSK SEALAND; MAERSK LOGISTICS; APM TERMINALS; SVITZER; DAMCO; DRAYWATCH; SEALAND; PANTONE MAERSK BLUE
HEIO	theheinekencompany.com	HEINEKEN HOLDING NV	Consumer Staples	Netherlands	HEINEKEN; HEINEKEN 0.0; AMSTEL; AMSTEL PUUR; BIRRA MORETTI; SOL; TIGER SINCE 1932; STRONGBOW; DESPERADOS; LAGUNITAS
BOL	boliden.com	BOLIDEN	Materials	Sweden	BOLIDEN
DPLM	diplomaplc.com	DIPLOMA PLC	Industrials	United Kingdom	DIPLOMA PLC
ADDT B	addtech.com	ADDTECH CLASS B	Industrials	Sweden	ADDTECH
WEIR	global.weir	WEIR GROUP PLC	Industrials	United Kingdom	WEIR; WBH; CERASMOOTH; ISO-CHECK; ASPIR
FORTUM	fortum.com	FORTUM	Utilities	Finland	FORTUM; FORTUM CHARGE & DRIVE; FORCHARGE
BNR	brenntag.com	BRENNTAG	Industrials	Germany	BRENNTAG; ALHYDROGEL; BRENNTAG BIOSECTOR
SKA B	skanska.com	SKANSKA B	Industrials	Sweden	SKANSKA; JOURNEY TO DEEP GREEN; THINKING AHEAD; YEAGER; SLATTERY; SKANSKA COLOR PALETTE ENERGY …; SKANSKA (2022); SKANSKA (2000)
MOWI	mowi.com	MOWI	Consumer Staples	Norway	MOWI; DUCKTRAP; MOWI VIKINGBURGER; MOWI WOWI
ASRNL	asrnl.com	ASR NEDERLAND NV	Financials	Netherlands	a.s.r.; DITZO; ARDANTA; DE AMERSFOORTSE; EUROPEESCHE VERZEKERINGEN; ASR VERZEKERINGEN
BKT	bankinter.com	BANKINTER SA	Financials	Spain	BANKINTER; BANKINTERNET
PEO	pekao.com.pl	BANK PEKAO SA	Financials	Poland	BANK PEKAO
SPIE	spie.com	SPIE SA	Industrials	France	SPIE
NEM	nemetschek.com	NEMETSCHEK	Information Technology	Germany	NEMETSCHEK; NEMETSCHEK GROUP SHAPE THE WORLD
TELIA	teliacompany.com	TELIA COMPANY	Communication	Sweden	TELIA
ORK	orkla.com	ORKLA	Consumer Staples	Norway	TORO; GRANDIOSA; NUGATTI; KALLES KAVIAR; FELIX; FUN LIGHT; IDUN; ABBA SEAFOOD; RISIFRUTTI; PAULÚNS
TEL2 B	tele2.com	TELE2 B	Communication	Sweden	TELE2
MNG	mandg.com	M&G PLC	Financials	United Kingdom	M&G; PRUFUND; M&G WEALTH
AKRBP	akerbp.com	AKER BP	Energy	Norway	AKER BP
TRYG	tryg.com	TRYG	Financials	Denmark	TRYG; TRYG HANSA TRADE
RMV	plc.rightmove.co.uk	RIGHTMOVE PLC	Communication	United Kingdom	RIGHTMOVE
METSO	metso.com	METSO CORPORATION	Industrials	Finland	METSO; LOKOTRACK; NORDBERG; HP SERIES; C SERIES; MP SERIES; NP SERIES; HPe SERIES; LT SERIES; METSO PLUS
PSPN	psp.info	PSP SWISS PROPERTY AG	Real Estate	Switzerland	PSP SWISS PROPERTY
MRO	melroseplc.net	MELROSE INDUSTRIES PLC	Industrials	United Kingdom	MELROSE
GALP	galp.com	GALP ENERGIA SGPS SA CLASS B	Energy	Portugal	GALP ENERGIA; GALP
ZAL	corporate.zalando.com	ZALANDO	Consumer Discretionary	Germany	ZALANDO; ZALANDO LOUNGE; ZALANDO PLUS; ZALANDO PRIVÉ; ZALANDO ZET; ZIGN; ANNA FIELD; EVEN&ODD; PIER ONE; ZALON
IMCD	imcdgroup.com	IMCD NV	Industrials	Netherlands	IMCD; HORN
TREL B	trelleborg.com	TRELLEBORG B	Industrials	Sweden	TRELLEBORG; TRELLEBORG SEALING SOLUTIONS; RUBORE; ISOLAST; ORKOT; POLYPAC; TURQUOISE COLOR; QUADION; Q; MINNESOTA RUBBER
TLX	talanx.com	TALANX AG	Financials	Germany	TALANX; TALANX REINSURANCE BROKER
HELN	helvetia.com	HELVETIA HOLDING AG	Financials	Switzerland	HELVETIA
ENT	entaingroup.com	ENTAIN PLC	Consumer Discretionary	United Kingdom	LADBROKES; CORAL; BETMGM; BWIN; EUROBET; SUPERSPORT; STS; SPORTINGBET; PARTY POKER; PARTY CASINO
STJ	sjp.co.uk	ST JAMESS PLACE PLC	Financials	United Kingdom	ST. JAMES’S PLACE; ST. JAMES’S PLACE PARTNERSHIP; SJP
ORNBV	orionpharma.com	ORION CLASS B	Health Care	Finland	OSOUR; ROHKEA; STALEVO; O!KARTO; COSOMI COOKIE-CRACKER; MARINE BOY; ORION O'RICE; FERTINA; BURANA; REMO-WAX
BEZ	beazley.com	BEAZLEY PLC	Financials	United Kingdom	BEAZLEY; BEAZLEY BREACH RESPONSE; NUTRAGUARD; MEDIA TECH
WPP	wpp.com	WPP PLC	Communication	United Kingdom	WPP; WPP GROUP TECHNOLOGY SERVICES; MIG MEDIA INNOVATION GROUP; THE GEPPETTO GROUP; HYDRATION
ICG	icgam.com	INTERMEDIATE CAPITAL GROUP PLC	Financials	United Kingdom	USPTO / ICG ICG; ICG STRATEGIC EQUITY
SKF B	skf.com	SKF B	Industrials	Sweden	SKF B Justia / SKF Docs SKF; CR; MRC
ELISA	elisa.com	ELISA	Communication	Finland	ELISA; ELISA VIIHDE; SAUNALAHTI
HM B	hmgroup.com	HENNES & MAURITZ	Consumer Discretionary	Sweden	H&M; H&M HOME; COS; WEEKDAY; MONKI; & OTHER STORIES; ARKET; AFOUND; CHEAP MONDAY; H&M MOVE
IMI	imiplc.com	IMI PLC	Industrials	United Kingdom	IMI; IMI ORTON; IMI REMOSA; IMI CCI; IMI TRUFLO MARINE; IMI BOPP & REUTHER; IMI TH JANSEN; IMI PBM; IMI STI; IMI VIVO
PHNX	thephoenixgroup.com	PHOENIX GROUP HOLDINGS PLC	Financials	United Kingdom	PHOENIX
UNI	unipol.it	UNIPOL ASSICURAZIONI SPA	Financials	Italy	EUIPO UNIPOL; UNIPOLSAI; UNIPOLSAI ASSICURAZIONI
SECU B	securitas.com	SECURITAS B	Industrials	Sweden	SECURITAS; SECURITAS AVIATION; SECURITAS ELECTRONIC SECURITY; SECURITAS CRITICAL INFRASTRUCTURE SERVICES; SECURITAS DIRECT; SECURITAS CORP; SECURITAS ARMA; SECURITAS COSMETICS; SECURITAS AVIATION USA; 
GAW	games-workshop.com	GAMES WORKSHOP GROUP PLC	Consumer Discretionary	United Kingdom	WARHAMMER; WARHAMMER 40;000; WARHAMMER: THE OLD WORLD; ADEPTUS MECHANICUS; CITADEL; SPACE HULK; BLOOD BOWL; BLACK LIBRARY; HORUS HERESY; ADEPTA SORORITAS
ALO	alstom.com	ALSTOM SA	Industrials	France	ALSTOM; ALSTOM · MOBILITY BY NATURE ·; ELECTROBLOX; IPONAM; TILTRONIX; HEALTHHUB; ONIX; ONVIA; IPONAM BOGIE; TGV DUALIS 
NHY	hydro.com	NORSK HYDRO	Materials	Norway	HYDRO;HYDRO CIRCAL;CIRCAL;HYDRO REDUXA;REDUXA;HYDRO EXTRUSIONS;HYDRO BUILDING SYSTEMS;HYDRO ENERGY;HYDRO ALUMINIUM
BMPS	gruppomps.it	BANCA MONTE DEI PASCHI DI SIENA SP	Financials	Italy	MONTEPASCHI;MPS;BANCA MONTE DEI PASCHI DI SIENA;WIDIBA;MPS CAPITAL SERVICES;MONTE PASCHI BANQUE;MPS SHIELD;MPS PRIVATE;MPS INVEST
EDEN	edenred.com	EDENRED	Financials	France	EDENRED;TICKET RESTAURANT;TICKET ECHEQUE;TICKET CESU;TICKET PLUS;UTA EDENRED;C3 CARD;TICKET CULTURA;MYEDENRED;FAST FORWARD
INDT	indutrade.com	INDUTRADE	Industrials	Sweden	INDUTRADE;MESON;FLINTEC;LABKOTEC;GELINS-KGK;ALUFLEX;AXELVALVES;KEY VALVE;RECIPHARM*;SIGURD SØRUM
OMV	omv.com	OMV AG	Energy	Austria	OMV;MAXXMOTION;OMV MAXXMOTION;OMV SMARTPASS;VIVA;OMV CARD;PETROL OFISI;FLEET SERVICES;REOIL
EVD	corporate.eventim.de	CTS EVENTIM AG	Communication	Germany	EVENTIM;EVENTIM LIVE;TICKETONLINE;TICKETONE;TICKETCORNER;OETICKET;SEE TICKETS;LIPPU.FI;BILLET LUGEN;ENTRADAS
JMT	jeronimomartins.com	JERONIMO MARTINS SA	Consumer Staples	Portugal	PINGO DOCE;BIEDRONKA;HEBE;ARA;RECHEIO;JERONYMO;HUSSEL;JM HEALTHY LIVING;JM SERVIÇOS;PINGO DOCE & GO
GBLB	gbl.be	GROUPE BRUXELLES LAMBERT NV	Financials	Belgium	GROUPE BRUXELLES LAMBERT
REC	recordati.com	RECORDATI INDUSTRIA CHIMICA E FARM	Health Care	Italy	ZANIDIP;ZANIPRESS;UROREC;LIVAZO;RECORMON;CUROSURF;LOMEXIN;PROCTO-GLYVENOL;PRILIGY;LANCMED*
SCA B	sca.com	SVENSKA CELLULOSA B	Materials	Sweden	TORK;GRANA;TENA;SCA;BIOCOMB;PERIOFLOW*;FORCHEM*;FSC-FIBER CERTIFIED*;SCA FORESTRY*;SMART FOREST*
SOBI	sobi.com	SWEDISH ORPHAN BIOVITRUM	Health Care	Sweden	SOBI;KINERET;GAMIFANT;ELOCTA;ALPROLIX;DOPTELET;KIOBRINA;SYNAGIS;ELZONRIS;EPIDREX
BCP	millenniumbcp.pt	BANCO COMERCIAL PORTUGUES SA	Financials	Portugal	MILLENNIUM BCP;MILLENNIUM BIM;BANK MILLENNIUM;ACTIVOBANK;ATLANTICO NOVO REDE;CRÉDIBANCO;BANQUE BCP;NOVA REDE;MILLENNIUM INSURANCE
TEN	tenaris.com	TENARIS SA	Energy	Italy	TENARIS;TENARISHYDRIL;SIDERCA STEEL;DALMINE;CONFAB;MAVERICK;IPSCO;TENARIS BLUE;TENARIS PREMIUM;TENARIS TALENT
SBRY	about.sainsburys.co.uk	SAINSBURY(J) PLC	Consumer Staples	United Kingdom	SAINSBURY’S;NEC
KGF	kingfisher.com	KINGFISHER PLC	Consumer Discretionary	United Kingdom	B&Q; SCREWFIX; CASTORAMA; BRICO DEPÔT; GOODHOME; KOÇTAŞ; B&Q LASH; SCREWFIX DIRECT; VERFASTER; SCREWFIX TRADE COUNTER 
AM	dassault-aviation.com	DASSAULT AVIATION SA	Industrials	France	RAFALE; DASSAULT FALCON; FALCON; FALCON 9X; FALCON JET; FALCONLINK; FALCONEYE; RAFALE MARINE; DASSAULT TRAINING ACADEMY; RAFALE C 
BIM	biomerieux.com	BIOMERIEUX SA	Health Care	France	VIDAS; VIDAS AMPSTATION; VIDAS KUBE; VIDAS STIMM; ETEST; EPISEQ; BIOMERIEUX; COATRIA; FLUOLINE; ESTREAM 
DIM	sartorius.com	SARTORIUS STEDIM BIOTECH SA	Health Care	France	AEROSART; BIOSTAT; SARTOFLOW; SARTOWIN; SARTOCON; AMICON PRO; ARIA CERTUS; MICROSART; SARTOPORE; SARTOQUICK 
KESKOB	kesko.fi	KESKO CLASS B	Consumer Staples	Finland	PIRKKA; K-MARKET; K-CITYMARKET; K-SUPERMARKET; KESKO; K-PLUSSA; K-RAUTA; ONNINEN; K-RUOKA; KESPRO 
YAR	yara.com	YARA INTERNATIONAL	Materials	Norway	YARA; YARA REGAIN; YARA N-SENSOR; YARAMILA; YARA VITA; YARA TANK SENSOR; YARALIX; YARALONIC; YARATRACK; YARA BELA 
DNP	dino.pl	DINO POLSKA SA	Consumer Staples	Poland	– keine aktiven Marken im Register gefunden 
WTB	whitbread.co.uk	WHITBREAD PLC	Consumer Discretionary	United Kingdom	PREMIER INN; BEEFEATER; BREWERS FAYRE; BAR + BLOCK; TABLE TABLE; TAYBARN; WHITBREAD PLC; WHITBREAD FOUNDATION; HUB BY PREMIER INN; COOKHOUSE & PUB 
GTT	gtt.fr	GAZTRANSPORT & TECHNIGAZ SA	Energy	France	GTT; GTT NEXT1; GTT MARS; GAZTRANSPORT & TECHNIGAZ; GO FOR LNG; MARK III; NO 96; CS 1; MARK FLEX; GST 
CTEC	convatecgroup.com	CONVATEC GROUP PLC	Health Care	United Kingdom	CONVATEC; AQUACEL; AQUACEL FOAM PRO; DUODERM; SUR-FIT; FLEXI-SEAL; ACTIVE LIFE; ESTEEM; KALTOSTAT; NATURA 
HWDN	howdenjoinerygroupplc.com	HOWDEN JOINERY GROUP PLC	Industrials	United Kingdom	HOWDENS; HOWDENS KITCHENS; HOWDENS MILLWORK; HOWDENS ASSURED; HOWDENS ROOSTER; HC ELEMENT; ALPHAIR; CUBUSTURBO; HOWDEN 
KBX	knorr-bremse.com	KNORR BREMSE AG	Industrials	Germany	KNORR-BREMSE; K; IPWR; GSAT; AHPS; SAFEPARK; 2C EVO; VIEW TUBE; PRO TEC S; IHSA 
HAG	hensoldt.com	HENSOLDT AG	Industrials	Germany	HENSOLDT; MSSR 2000 I; CAVIPRO; CAVISIGHT; DETECT AND PROTECT; SETAS; HENDSOLDT DETECT AND PROTECT; HENSOLDT OPTRONICS; HENDSOLDT SENSORS; HENSOLDT (word) 
ORSTED	orsted.com	ORSTED	Utilities	Denmark	ØRSTED; ORSTED; HC ØRSTED; LOVE YOUR HOME; ØRSTED E-LEARNING; ØRSTED HEAT PUMP; ØRSTED SOLAR; ØRSTED OFFSHORE; ØRSTED BIOGAS; ØRSTED WIND POWER
LAND	landsec.com	LAND SECURITIES GROUP REIT PLC	Real Estate	United Kingdom	– keine eigenen Marken registriert (nur Firmennamen) 
DCC	dcc.ie	DCC PLC	Industrials	United Kingdom	– keine markenrechtlichen Eintragungen unter „DCC PLC“ gefunden (Marken liegen bei Tochterfirmen z. B. Calor; Flogas) 
HSX	hiscoxgroup.com	HISCOX LTD	Financials	United Kingdom	HISCOX; HISCOX BINDPLUS; HISCOX CLEARTECH; HISCOX CLEARCYBER; UNDAUNTED GUIDANCE; ENCOURAGE COURAGE; HISCOX RISK ACADEMY; HISCOX GUARDIAN; HISCOX PRO INSIGHT; HISCOX SYNDICATE 
NIBE B	nibe.com	NIBE INDUSTRIER CLASS B	Industrials	Sweden	NIBE; CONTURA; GEOTHERMAL ENERGY WE CAN ALL AGREE ON; NIBE FIGHTER; NIBE SAVANNA; NIBE SENSIA; NIBE ECOLOGY; NIBE OPTIMA; NIBE PV SMART; NIBE INVERTA 
SRT3	sartorius.com	SARTORIUS PREF AG	Health Care	Germany	→ siehe SARTORIUS STEDIM BIOTECH SA (gleicher Rechte-Inhaber) 
MNDI	mondigroup.com	MONDI PLC	Materials	United Kingdom	MONDI; BIG FUN BY MONDI; ELEMENTI BY MONDI; OLMO 2.0; PEEL PAK; POWERFLUTE; MONDI NEON; MONDI SCALA; MONDI PERFORMER; MONDI EVO 
RED	redeia.com	REDEIA CORPORACION SA	Utilities	Spain	REDEIA; RED ELÉCTRICA; REINTEL; REDEIA GREEN HYDROGEN; REDEIA DIGITAL; REDEIA SAT; REDEIA FIBER; REDEIA HVDC; REDEIA SOLAR 
RXL	rexel.com	REXEL SA	Industrials	France	REXEL; POWERED BY OUR PEOPLE; PLATT; GEXPRO; CONECTIS; PLATTPLUS; PLATT IN-MOTION; REXEL ENERGY IN MOTION; REXEL USA; REXEL CANADA 
LEG	leg-wohnen.de	LEG IMMOBILIEN N	Real Estate	Germany	– keine aktiven Markenregistrierungen unter dem Firmennamen festgestellt 
PSN	persimmonhomes.com	PERSIMMON PLC	Consumer Discretionary	United Kingdom	Persimmon Homes; Charles Church; Westbury Partnerships; Space4; Brickworks; Tileworks 
SYENS	syensqo.com	SYENSQO NV	Materials	Belgium	SYENSQO; PROBAN; TECNOFLON; TORLON 
ACLN	accelleron-industries.com	ACCELLERON N AG	Industrials	Switzerland	ACCELLERON; TURBO UPTIMECARE; ACCX 
TEP	teleperformance.com	TELEPERFORMANCE	Industrials	France	TELEPERFORMANCE; TELEPERFORMANCE CLOUD CAMPUS; TELEPERFORMANCE CLOUDSHORING; TELEPERFORMANCE DIGITAL IBS; TELEPERFORMANCE CLOUDSERVICE; TP; TP CLOUD CAMPUS; PEOPLE EXPERIENCE; TELEPERFORMANCE ACADEMY; TELEPERFORMANCE CX LAB 
PAH3	porsche-se.com	PORSCHE AUTOMOBIL HOLDING PREF	Consumer Discretionary	Germany	PORSCHE; 911; CAYENNE; TAYCAN; MACAN; PANAMERA; CARRERA; BOXSTER; PORSCHE DESIGN; PORSCHE E-PERFORMANCE 
BKG	berkeleygroup.co.uk	BERKELEY GROUP HOLDINGS (THE) PLC	Consumer Discretionary	United Kingdom	Berkeley; St George; St James; St Edward; St William; St Joseph 
STERV	storaenso.com	STORA ENSO CLASS R	Materials	Finland	STORA ENSO; INTEGO; ECOFISHBOX; FORMED FIBER; LUMI 
TW.	taylorwimpey.co.uk	TAYLOR WIMPEY PLC	Consumer Discretionary	United Kingdom	TAYLOR WIMPEY; TAYLOR WOODROW; GEORGE WIMPEY; BRYANT HOMES; BRYANT; WILSON CONNOLLY; EASYMOVER; MOVEMAKER; TW OPEN SPACE; TAYLOR WIMPEY SMART HOME
GF	georgfischer.com	GEORG FISCHER AG	Industrials	Switzerland	+GF+; GF; GF PIPING SYSTEMS; JRG; iFIT; COOL-FIT; SIGNET; INSTAFLEX; MULTILAYER; AQUASYSTEM
BEIJ B	beijerref.com	BEIJER REF CLASS B	Industrials	Sweden	BEIJER REF; BEIJER REFRIGERATION; G & L BEIJER; SCM FRIGO; PATTON; TECNAIR; HERITAGE DISTRIBUTION; REFSHOPPE; PRO3; COOLMARK
INDU C	industrivarden.se	INDUSTRIVARDEN SERIES	Financials	Sweden	INDUSTRIVÄRDEN
STB	storebrand.no	STOREBRAND	Financials	Norway	STOREBRAND; STOREBRAND LINK; STOREBRAND BANK; STOREBRAND ASSET MANAGEMENT; SPP; SKAGEN FUNDS; STOREBRAND LIV; STOREBRAND PENSION; STOREBRAND FONDER; STOREBRAND FORSIKRING
SQN	swissquote.com	SWISSQUOTE GROUP HOLDING SA	Financials	Switzerland	SWISSQUOTE; SWISSQUOTE BANK; SWISSQUOTE FINTECH; SWISSQUOTE INVEST; SWISSQUOTE TRADING; SQX; SWISSQUOTE LABS; SWISSQUOTE ROBO; SWISSQUOTE RACING
DHER	deliveryhero.com	DELIVERY HERO	Consumer Discretionary	Germany	DELIVERY HERO; FOODPANDA; FOODORA; TALABAT; GLOVO; PEDIDOSYA; YEMEKSEPETI; HUNGERSTATION; DMART; DAMEJIDLO
GET	getlinkgroup.com	GETLINK	Industrials	France	GETLINK; EUROTUNNEL; LE SHUTTLE; LE SHUTTLE FREIGHT; EUROTUNNEL LE SHUTTLE; CHANNEL TUNNEL; LE SHUTTLE CLUB; TNU; EUROTUNNEL SERVICES; EUROTUNNEL FREIGHT
IGG	iggroup.com	IG GROUP HOLDINGS PLC	Financials	United Kingdom	IG; IG MARKETS; IG INDEX; NADEX; IG PRIME; SPRINT MARKETS; SPRINT OPTIONS; BRACKET TRADE; DIGITAL 100S; IG ACADEMY
AVOL	avoltaworld.com	AVOLTA AG	Consumer Discretionary	Switzerland	AVOLTA; DUFRY; WORLD DUTY FREE; HUDSON; AUTOGRILL; HELLENIC DUTY FREE SHOPS; CLUB AVOLTA; WORLDCLASS.WORLDWIDE; REGSTAER; NUANCE
SPX	spiraxsarcoengineering.com	SPIRAX GROUP PLC	Industrials	United Kingdom	SPIRAX SARCO; WATSON-MARLOW; MARPRENE; BIOPURE; PIVOTROL; LOADSURE; UNIMAG; TD46M; STAPS; ILVA 20
DLG	directlinegroup.co.uk	DIRECT LINE INSURANCE PLC	Financials	United Kingdom	DIRECT LINE; DIRECT LINE RESCUE; DIRECT LINE PET; DIRECT LINE HOME PLUS; DIRECT LINE TRAVEL; GREEN FLAG; CHURCHILL; PRIVILEGE; MOUSE ON WHEELS (device)
SIGN	sig.biz	SIG GROUP N AG	Materials	Switzerland	SIG; SIG COMBIBLOC; SIGNATURE PACK; SIG SMILE; SIG VITA; SIG DOME; COMBISMILE; DRINKSPLUS; SIGNATURE 100; SIG TERRA
FHZN	flughafen-zuerich.ch	FLUGHAFEN ZUERICH AG	Industrials	Switzerland	FLUGHAFEN ZÜRICH; ZURICH AIRPORT; ZRH; UNIQUE; UNIQUE AIRPORTS; ZURICH AIRPORT INTERNATIONAL
GALE	galenica.com	GALENICA AG	Health Care	Switzerland	GALENICA; AMAVITA; SUN STORE; COOP VITALITY; MEDISERVICE; WINFARM; STARCARD; SUNCARD; GALENICARE; VITASWISS
BRBY	burberryplc.com	BURBERRY GROUP PLC	Consumer Discretionary	United Kingdom	BURBERRY; BURBERRY LONDON; BURBERRY BRIT; BURBERRY PRORSUM; TB MONOGRAM; MY BURBERRY; MR BURBERRY; BURBERRY HERO; BURBERRY BEAR; BURBERRY SPORT
ALE	allegro.pl	ALLEGRO SA	Consumer Discretionary	Poland	ALLEGRO; ALLEGRO SMART!; ALLEGRO PAY; ALLEGRO LOKALNIE; ALLEGRO PICKUP; ALLEGRO FINANSE; ALLEGRO GADANE; ALLEGRO ONE; ALLEGRO SPRZEDAM; ALLEGRO CARE
NESTE	neste.com	NESTE	Energy	Finland	NESTE; NEXBTL; NESTE MY; NESTE PRO DIESEL; NESTE COOL; NESTE RENEWABLE JET FUEL; NESTE GREEN; NESTE PRO+; NESTE OIL; NESTE LIFE
RILBA	landbobanken.dk	RINGKJOBING LANDBOBANK	Financials	Denmark	RINGKJØBING LANDBOBANK
CAST	castellum.se	CASTELLUM	Real Estate	Sweden	CASTELLUM
SW	sodexo.com	SODEXO SA	Consumer Discretionary	France	SODEXO; SODEXO LIVE!; ASPRETTO; VITAL SPACES; STOP HUNGER; EVERYDAY BY SODEXO; SODEXO IT ALL STARTS WITH THE EVERYDAY; SODEXO BENEFITS & REWARDS; SODEXO MAGIC; SODEXO SIGHTLINE 
BLND	britishland.com	BRITISH LAND REIT PLC	Real Estate	United Kingdom	BRITISH LAND; BROADGATE; MEADOWHALL; STOREY; REGENT'S PLACE; PADDINGTON CENTRAL; YORK HOUSE; 100 LIVERPOOL STREET; CHESTERFIELD; BLOOMSBURY ESTATE
KCR	konecranes.com	KONECRANES	Industrials	Finland	KONECRANES; CXT; SMARTON; TRUCONNECT; UNITON; P&H; MORRIS; STAHL; S-ACCESS; ECO DRIVE
TE	technipenergies.com	TECHNIP ENERGIES NV	Energy	France	TECHNIP ENERGIES; TECHNIP; SPIRIT; FAST LNG; SPAR; ARCTIC LNG; NOVA LNG; PURESAFE; BORA; FLOATOVER
CRDA	croda.com	CRODA INTERNATIONAL PLC	Materials	United Kingdom	CRODA; TWEEN; SPAN; CRODAMOL; CRODAFOS; CRODAFRESH; CRODACARE; CRODASORB; CRODATHERM; CRODASTAT
R3NK	renk.com	RENK GROUP AG	Industrials	Germany	RENK; HSWL; COPEFLEX; DYNATRANS; SLIDECON; AVDS; RK280; ARTEC; ELWIS; TORLINE
VER	verbund.com	VERBUND AG	Utilities	Austria	VERBUND; SMATRICS; BLUEPOWER; H2FUTURE; POWERFLEX; VERBUNDJETZT; ECOFLOW; INNPULS; HYDROPOWER; FUTUREGRID
ACKB	avh.be	ACKERMANS & VAN HAAREN NV	Industrials	Belgium	AVH; DEME; CFE; SIPEF; MAGELLAN; GREENFISH; SOCOFE; AFINA; AR GENCO; AR GENFIN
EVK	corporate.evonik.com	EVONIK INDUSTRIES AG	Materials	Germany	EVONIK; AEROSIL; SIPERNAT; VESTAMID; ROHACELL; TEGOMER; VESTOSINT; VISCOPLEX; DEGACRYL; TEGOFOAM
LMP	londonmetric.com	LONDONMETRIC PROPERTY REIT PLC	Real Estate	United Kingdom	LONDONMETRIC; METRIC; METRIC INCOME; METROBOX; BIG SHED; CITY LOGISTICS; LOGISTICS 100; URBAN LOGISTICS; LMP; DISTRIBOX
